helper,function,date,set_no_internal,ref_no,cs_no,area,sales_area,hospital,doctor,brand,product,case_date,case_time,sending_date,due_time,courier,recipient,set_no,box_no,return_box,case_used,confirm_email,current_day,notice_return,status,status_date,remark
Stryker T8,,15-03-25,,REF_MASKED,,BKK,SALES_009,HOSP_400,DR_074,Stryker T8,Distal radius T8,16-03-25,16:00,15-03-25,,ขนส่งบริษัท,STAFF_178,29,น้ำเงินเล็ก,คืน,ใช้,Mail,3/18/2026,,Received,3/20/2025,
Sigma Nail,,15-03-25,,REF_MASKED,,BKK,SALES_003,HOSP_158,DR_421,Sigma Nail,PFNA SL,16-03-25,5:00,15-03-25,,ขนส่งบริษัท,STAFF_154,N02,BL00,คืน,ใช้,Mail,3/18/2026,,Received,3/19/2025,
Sigma Nail,,15-03-25,,REF_MASKED,,BKK,SALES_002,HOSP_065,DR_190,Sigma Nail,PFNA SL + Lag TFN,16-03-25,8:00,16-03-25,,ขนส่งบริษัท,STAFF_197,N16,น้ำเงินกลาง,คืน,ใช้,Mail,3/18/2026,,Received,3/18/2025,
Auxein FNS,,15-03-25,,REF_MASKED,,UPC,SALES_017,HOSP_356,DR_634,Auxein FNS,FNS,20-03-25,9:00,15-03-25,,นครชัยแอร์ทัวร์,STAFF_475,FNS4,BS27,คืน,ใช้,Mail,3/18/2026,,Received,3/27/2025,
Off Plate,,15-03-25,,REF_MASKED,,UPC,SALES_025,HOSP_483,DR_304,Off Plate,Sigma 2.7/3.5  ( 4 ชิ้น ),17-03-25,-,16-03-25,,เชิดชัยทัวร์,STAFF_480,-,-,-,คืนครบ,Mail,3/18/2026,,Received,3/19/2025,
Sigma Nail,,15-03-25,,REF_MASKED,,UPC,SALES_020,HOSP_338,DR_222,Sigma Nail,PFNA S,17-03-25,9:00,16-03-25,,รถตู้แม่กลอง,STAFF_1181,N28,เขียวกลาง BL,คืน,ใช้,Mail,3/18/2026,,Received,3/27/2025,
Sigma TTC,,16-03-25,,REF_MASKED,,UPC,SALES_018,HOSP_149,DR_722,Sigma TTC,Ankle Fusion Nail,18-03-25,9:00,16-03-25,,นครชัยแอร์ทัวร์,STAFF_841,AFN01,BL03,คืน,ใช้,Mail,3/18/2026,,Received,3/24/2025,
Auxein ET,,16-03-25,,REF_MASKED,,BKK,SALES_002,HOSP_060,DR_619,Auxein ET,Expert Tibia,16-03-25,15:00,16-03-25,,ขนส่งบริษัท,STAFF_146,01,9/น,คืน,ใช้,Mail,3/18/2026,,Received,3/18/2025,
Off Plate,,16-03-25,,REF_MASKED,,BKK,SALES_008,HOSP_116,DR_094,Off Plate,Stryker T8  ( 2 ชิ้น ),18-03-25,9:00,17-03-25,,ขนส่งบริษัท,STAFF_146,-,-,-,คืนครบ,Mail,3/18/2026,,Received,3/27/2025,
Sigma Nail,,16-03-25,,REF_MASKED,,BKK,SALES_002,HOSP_324,DR_698,Sigma Nail,PFNA SL + Lag TFN,17-03-25,-,17-03-25,,ขนส่งบริษัท,STAFF_165,N24,BL19,คืน,ใช้,Mail,3/18/2026,,Received,3/19/2025,
Auxein HLS,,16-03-25,,REF_MASKED,,UPC,SALES_012,HOSP_435,DR_354,Auxein HLS,Headless screw,18-03-25,-,16-03-25,,สมบัติทัวร์,STAFF_640,HL3,BS24,คืน,ใช้,Mail,3/18/2026,,Received,3/29/2025,
Auxein HLS,,16-03-25,,REF_MASKED,,UPC,SALES_016,HOSP_404,DR_394,Auxein HLS,Headless screw,18-03-25,10:00,16-03-25,,นครชัยแอร์ทัวร์,STAFF_707,DEMO,BM16,คืน,ใช้,Mail,3/18/2026,,Received,3/24/2025,
Stryker T10,,16-03-25,,REF_MASKED,,UPC,SALES_016,HOSP_404,DR_394,Stryker T10,Calcaneus T10,18-03-25,10:00,16-03-25,,นครชัยแอร์ทัวร์,STAFF_707,01,BM16,คืน,ใช้,Mail,3/18/2026,,Received,3/19/2025,
Stryker T10,,16-03-25,,REF_MASKED,,UPC,SALES_016,HOSP_404,DR_394,Stryker T10,Calcaneus T10,18-03-25,10:00,16-03-25,,นครชัยแอร์ทัวร์,STAFF_707,03,BM16,คืน,ใช้,Mail,3/18/2026,,Received,3/19/2025,
Sigma 2.7/3.5N,,16-03-25,,REF_MASKED,,UPC,SALES_018,HOSP_391,DR_674,Sigma 2.7/3.5N,Fibular (New),18-03-25,11:00,17-03-25,,รถตู้ - SO ทัวร์,STAFF_625,SMS03,BM07,คืน,คืนครบ,Mail,3/18/2026,,Received,3/24/2025,
Sigma Nail,,16-03-25,,REF_MASKED,,BKK,SALES_002,HOSP_324,DR_2099,Sigma Nail,PFNA SL,17-03-25,-,17-03-25,,ขนส่งบริษัท,STAFF_165,N06,BL10,คืน,ใช้,Mail,3/18/2026,,Received,3/19/2025,
Sigma Nail,,17-03-25,,REF_MASKED,,UPC,SALES_020,HOSP_338,DR_227,Sigma Nail,PFNA S (เฉพาะ Implants),18-03-25,9:00,17-03-25,,รถตู้แม่กลอง,STAFF_1181,-,เขียวเล็ก,คืน,ใช้,Mail,3/18/2026,,Received,3/27/2025,
Sigma 3.5,,17-03-25,,REF_MASKED,,UPC,SALES_011,HOSP_498,DR_807,Sigma 3.5,PLT,18-03-25,8:00,17-03-25,,CARGO,STAFF_528,S42,BS22,คืน,ใช้,Mail,3/18/2026,,Received,3/27/2025,
Sigma TTC,,17-03-25,,REF_MASKED,,UPC,SALES_014,HOSP_360,DR_755,Sigma TTC,Ankle Fusion Nail,20-03-25,-,18-03-25,,รถตู้ - ท่าสตรี,STAFF_838,AFN02,BL01,คืน,คืนครบ,Mail,3/18/2026,,Received,3/21/2025,
Auxein Fix,,17-03-25,,REF_MASKED,,UPC,SALES_026,HOSP_445,DR_033,Auxein Fix,Radail head,19-03-25,14:00,17-03-25,,CARGO,STAFF_643,03,BM05,คืน,ใช้,Mail,3/18/2026,,Received,3/21/2025,
Sigma 2.7/3.5,,17-03-25,,REF_MASKED,,UPC,SALES_026,HOSP_445,DR_033,Sigma 2.7/3.5,Elbow,19-03-25,14:00,17-03-25,,CARGO,STAFF_643,03,BM05,คืน,ใช้,Mail,3/18/2026,,Received,3/21/2025,
Sigma 2.7/3.5N,,18-03-25,,REF_MASKED,,BKK,SALES_002,HOSP_295,DR_897,Sigma 2.7/3.5N,Fibular New Old,19-03-25,10:00,18-03-25,,ขนส่งบริษัท,STAFF_154,SMS10,ฟ้ากลาง,คืน,ใช้,Mail,3/18/2026,,Received,3/21/2025,
Sigma 3.5,,18-03-25,,REF_MASKED,,BKK,SALES_004,HOSP_244,DR_036,Sigma 3.5,PMT & PLT,19-03-25,9:30,18-03-25,,ขนส่งบริษัท,STAFF_140,S16,เขียวเล็ก,คืน,ใช้,Mail,3/18/2026,,Received,3/21/2025,
Auxein ET,,18-03-25,,REF_MASKED,,UPC,SALES_020,HOSP_310,DR_131,Auxein ET,Expert Tibia,20-03-25,8:30,18-03-25,,ขนส่งบริษัท,STAFF_154,05,BB22,คืน,ใช้,Mail,3/18/2026,,Received,3/24/2025,
Sigma 5.0,,18-03-25,,REF_MASKED,,UPC,SALES_020,HOSP_310,DR_131,Sigma 5.0,Narrow  lcp,20-03-25,8:30,18-03-25,,ขนส่งบริษัท,STAFF_154,L22,BB22,คืน,คืนครบ,Mail,3/18/2026,,Received,3/24/2025,
Stryker T8,,17-03-25,,REF_MASKED,,UPC,SALES_020,HOSP_310,DR_131,Stryker T8,Distal radius & Intermediate,19-03-25,18:00,18-03-25,,ขนส่งบริษัท,STAFF_154,35,BB22,คืน,ใช้,Mail,3/18/2026,,Received,3/24/2025,
Sigma 3.5,,18-03-25,,REF_MASKED,,BKK,SALES_009,HOSP_414,DR_555,Sigma 3.5,DMT+DAT,18-03-25,-,18-03-25,,ขนส่งบริษัท,STAFF_201,33,BM15,คืน,คืนครบ,Mail,3/18/2026,,Received,3/21/2025,
Off Nail,,18-03-25,,REF_MASKED,,BKK,SALES_003,HOSP_270,DR_2156,Off Nail,PFNA ( 7 ชิ้น ),19-03-25,11:00,18-03-25,,ขนส่งบริษัท,STAFF_154,-,-,-,คืนครบ,Mail,3/18/2026,,Received,3/21/2025,
Auxein PEL,,18-03-25,,REF_MASKED,,UPC,SALES_015,HOSP_386,DR_155,Auxein PEL,Pelvic low profile,21-03-25,-,18-03-25,,Cargo,STAFF_670,-,BM11,คืน,คืนครบ,Mail,3/18/2026,,Received,4/5/2025,
Stryker T10,,18-03-25,,REF_MASKED,,BKK,SALES_007,HOSP_195,DR_656,Stryker T10,Fibular T10,19-03-25,15:00,18-03-25,,ขนส่งบริษัท,STAFF_201,04,น้ำเงินกลาง,คืน,ใช้,Mail,3/18/2026,,Received,3/25/2025,
Sigma 2.7/3.5N,,18-03-25,,REF_MASKED,,BKK,SALES_007,HOSP_195,DR_656,Sigma 2.7/3.5N,Fibular New,19-03-25,15:00,18-03-25,,ขนส่งบริษัท,STAFF_201,SMS08,น้ำเงินกลาง,คืน,ใช้,Mail,3/18/2026,,Received,3/25/2025,
Sigma Nail,,18-03-25,,REF_MASKED,,BKK,SALES_002,HOSP_060,DR_738,Sigma Nail,PFNA SL+9+TFN,18-03-25,17:00,18-03-25,,ขนส่งบริษัท,STAFF_146,N01,BL21,คืน,ใช้,Mail,3/18/2026,,Received,3/19/2025,
Sigma 5.0,,18-03-25,,REF_MASKED,,BKK,SALES_018,HOSP_391,DR_674,Sigma 5.0,Narrow,19-03-25,13:00,18-03-25,,SO ทัวร์,STAFF_1033,L37,BM09,คืน,ใช้,Mail,3/18/2026,,Received,3/24/2025,
Sigma 3.5,,18-03-25,,REF_MASKED,,BKK,SALES_018,HOSP_391,DR_674,Sigma 3.5,Small,19-03-25,13:00,18-03-25,,SO ทัวร์,STAFF_1033,S01,BM09,คืน,ใช้,Mail,3/18/2026,,Received,3/24/2025,
Sigma 3.5,,18-03-25,,REF_MASKED,,BKK,SALES_003,HOSP_155,DR_355,Sigma 3.5,Proximal humerus,18-03-25,20:00,18-03-25,,ขนส่งบริษัท,STAFF_146,S68,เขียวเล็ก,คืน,คืนครบ,Mail,3/18/2026,,Received,3/19/2025,
Sigma Nail,,18-03-25,,REF_MASKED,,UPC,SALES_012,HOSP_435,DR_560,Sigma Nail,PFNA INS,19-03-25,-,18-03-25,,สมบัติทัวร์,STAFF_640,N05,BM20,คืน,คืนครบ,Mail,3/18/2026,,Received,5/22/2025,
Off Nail,,18-03-25,,REF_MASKED,,BKK,SALES_009,HOSP_400,DR_074,Off Nail,Expert femur ( 6 ชิ้น ),20-03-25,12:00,19-03-25,,ขนส่งบริษัท,STAFF_178,-,-,-,คืนครบ,Mail,3/18/2026,,Received,3/25/2025,
Stryker T8,,18-03-25,,REF_MASKED,,UPC,SALES_025,HOSP_166,DR_796,Stryker T8,Distal radius,20-03-25,-,18-03-25,,เชิดชัยทัวร์,STAFF_911,39,น้ำเงินเล็ก,คืน,ใช้,Mail,3/18/2026,,Received,3/24/2025,
Stryker T8,,18-03-25,,REF_MASKED,,UPC,SALES_018,HOSP_084,DR_197,Stryker T8,Distal radius,19-03-25,14:00,18-03-25,,นครชัยแอร์,STAFF_841,38,น้ำเงินเล็ก,คืน,ใช้,Mail,3/18/2026,,Received,3/24/2025,
Sigma Nail,,18-03-25,,REF_MASKED,,BKK,SALES_002,HOSP_324,DR_620,Sigma Nail,PFNA SL + 9,19-03-25,13:00,18-03-25,,ขนส่งบริษัท,STAFF_038,N16,ฟ้ากลาง,คืน,ใช้,Mail,3/18/2026,,Received,3/21/2025,
Sigma 3.5,,18-03-25,,REF_MASKED,,UPC,SALES_015,HOSP_751,DR_862,Sigma 3.5,Proximal media,19-03-25,14:00,18-03-68,,แอร์เมืองเลย,STAFF_296,S06,น้ำเงินเล็ก,คืน,ใช้,Mail,3/18/2026,,Received,3/24/2025,
Sigma 2.7/3.5N,,19-03-25,,REF_MASKED,,BKK,SALES_007,HOSP_450,DR_545,Sigma 2.7/3.5N,Clavicle N,21-03-25,21:00,20-03-25,,ขนส่งบริษัท,STAFF_146,SMS02,น้ำเงินกลาง,คืน,ใช้,Mail,3/18/2026,,Received,3/24/2025,
Sigma 2.7/3.5N,,19-03-25,,REF_MASKED,,BKK,SALES_007,HOSP_195,DR_656,Sigma 2.7/3.5N,Clavicle N,20-03-25,15:00,19-03-25,,ขนส่งบริษัท,STAFF_201,SMS05,GM08,คืน,ใช้,Mail,3/18/2026,,Received,3/25/2025,
Sigma Nail,,19-03-25,,REF_MASKED,,BKK,SALES_008,HOSP_335,DR_579,Sigma Nail,PFNA SL+9+TFN,20-03-25,9:00,19-03-25,,ขนส่งบริษัท,STAFF_035,N42,BL10,คืน,ใช้,Mail,3/18/2026,,Received,3/24/2025,
Sigma 5.0,,19-03-25,,REF_MASKED,,BKK,SALES_028,HOSP_296,DR_329,Sigma 5.0,DF+PLT,20-03-25,9:00,19-03-25,,ขนส่งบริษัท,STAFF_035,L59,-,-,ใช้,Mail,3/18/2026,,Received,3/25/2025,
Sigma 3.5,,19-03-25,,REF_MASKED,,BKK,SALES_028,HOSP_296,DR_329,Sigma 3.5,PMT+PLT,20-03-25,9:00,19-03-25,,ขนส่งบริษัท,STAFF_035,S39,-,-,คืนครบ,Mail,3/18/2026,,Received,3/25/2025,
Stryker T8,,19-03-25,,REF_MASKED,,BKK,SALES_004,HOSP_417,DR_637,Stryker T8,Distal radius T8,21-03-25,14:30,20-03-25,,ขนส่งบริษัท,STAFF_154,41,เขียวเล็ก,คืน,ใช้,Mail,3/18/2026,,Received,3/24/2025,
Auxein SP,,19-03-25,,REF_MASKED,,UPC,SALES_020,HOSP_338,DR_227,Auxein SP,Suprapatellar,21-03-25,9:00,20-03-25,,รถตู้แม่กลอง,STAFF_961,SP01,BB07,คืน,ใช้,Mail,3/18/2026,,Received,3/27/2025,
Sigma 3.5,,19-03-25,,REF_MASKED,,BKK,SALES_008,HOSP_086,DR_602,Sigma 3.5,DMT+DAT,21-03-25,17:00,21-03-25,,ขนส่งบริษัท,STAFF_178,,,,,,3/18/2026,,Cancel,Cancel,
Sigma 3.5,,19-03-25,,REF_MASKED,,UPC,SALES_013,HOSP_293,DR_363,Sigma 3.5,Small,21-03-25,9:00,19-03-25,,วินทัวร์,STAFF_668,S05,น้ำเงินเล็ก,คืน,ใช้,Mail,3/18/2026,,Received,4/1/2025,
Sigma 3.5,,19-03-25,,REF_MASKED,,BKK,SALES_008,HOSP_086,DR_821,Sigma 3.5,PMT+PLT,21-03-25,17:00,20-03-25,,ขนส่งบริษัท,STAFF_178,S30,BS02,คืน,ใช้,Mail,3/18/2026,,Received,3/25/2025,
Sigma 3.5,,19-03-25,,REF_MASKED,,BKK,SALES_008,HOSP_086,DR_821,Sigma 3.5,DMT+DAT+F,21-03-25,17:00,20-03-25,,ขนส่งบริษัท,STAFF_178,S08,BS02,คืน,ใช้,Mail,3/18/2026,,Received,3/25/2025,
Sigma 2.7/3.5,,19-03-25,,REF_MASKED,,BKK,SALES_007,HOSP_195,DR_656,Sigma 2.7/3.5,Clavicle + Hook (Old),20-03-25,17:00,19-03-25,,ขนส่งบริษัท,STAFF_201,05-1,น้ำเงินกลาง,คืน,ใช้,Mail,3/18/2026,,Received,3/25/2025,
Sigma 2.7/3.5,,19-03-25,,REF_MASKED,,BKK,SALES_008,HOSP_116,DR_094,Sigma 2.7/3.5,Distal humerus (Elbow),21-03-25,10:00,20-03-25,,ขนส่งบริษัท,STAFF_146,14,ฟ้าเล็ก,คืน,คืนครบ,Mail,3/18/2026,,Received,3/25/2025,
Sigma 2.7/3.5,,19-03-25,,REF_MASKED,,BKK,SALES_008,HOSP_116,DR_094,Sigma 2.7/3.5,Distal humerus (Elbow),21-03-25,10:00,20-03-25,,ขนส่งบริษัท,STAFF_146,12,ฟ้าเล็ก,คืน,คืนครบ,Mail,3/18/2026,,Received,3/25/2025,
Sigma Nail,,19-03-25,,REF_MASKED,,UPC,SALES_013,HOSP_332,-,Sigma Nail,PFNA (เติมเคส),-,-,19-03-25,,สยามเฟิร์ส,STAFF_588,-,,,,,3/18/2026,,,,
Off Plate,,20-03-25,,REF_MASKED,921XXX,BKK,SALES_009,HOSP_728,DR_575,Off Plate,Stryker T8  ( 2 ชิ้น ),20-03-25,14:00,20-03-25,,ขนส่งบริษัท,STAFF_154,-,-,-,คืนครบ,Mail,3/18/2026,,Received,3/25/2025,
Sigma Nail,,20-03-25,,REF_MASKED,130XXX,UPC,SALES_017,HOSP_693,DR_765,Sigma Nail,PFNA 3,21-03-25,8:00,20-03-25,,Cargo,STAFF_475,P03,BL02,คืน,ใช้,Mail,3/18/2026,,Received,3/27/2025,
Auxein HLS,,20-03-25,,REF_MASKED,951XXX,BKK,SALES_005,HOSP_743,DR_856,Auxein HLS,Headless screw,23-03-25,18:00,21-03-25,,ขนส่งบริษัท,STAFF_146,HL1,2/น,คืน,ใช้,Mail,3/18/2026,,Received,3/24/2025,
Sigma 5.0,,20-03-25,,REF_MASKED,951XXX,BKK,SALES_005,HOSP_743,DR_856,Sigma 5.0,DF,23-03-25,18:00,21-03-25,,ขนส่งบริษัท,STAFF_146,L17,2/น,คืน,ใช้,Mail,3/18/2026,,Received,3/26/2025,
Sigma 3.5,,20-03-25,,REF_MASKED,951XXX,BKK,SALES_005,HOSP_743,DR_856,Sigma 3.5,PMT+PLT,23-03-25,18:00,21-03-25,,ขนส่งบริษัท,STAFF_146,S20,2/น,คืน,ใช้,Mail,3/18/2026,,Received,3/26/2025,
Sigma 5.0,,20-03-25,,REF_MASKED,945XXX,BKK,SALES_008,HOSP_665,DR_241,Sigma 5.0,PLT,21-03-25,12:00,20-03-25,,ขนส่งบริษัท,STAFF_035,L25,-,-,ใช้,Mail,3/18/2026,,Received,3/27/2025,
Sigma 3.5,,20-03-25,,REF_MASKED,945XXX,BKK,SALES_008,HOSP_665,DR_241,Sigma 3.5,PMT+PLT,21-03-25,12:00,20-03-25,,ขนส่งบริษัท,STAFF_035,S15,-,-,ใช้,Mail,3/18/2026,,Received,3/29/2025,
Off Plate,,20-03-25,,REF_MASKED,700XXX,UPC,SALES_025,HOSP_512,DR_520,Off Plate,T10 ( 2 ชิ้น ),-,-,20-03-25,,DHL,STAFF_691,-,-,-,คืนครบ,Mail,3/18/2026,,Received,4/18/2025,
Auxein FNS,,20-03-25,,REF_MASKED,911XXX,BKK,SALES_002,HOSP_675,DR_741,Auxein FNS,FNS,21-03-25,10:00,21-03-25,,ขนส่งบริษัท,STAFF_165,FNS1,น้ำเงินเล็ก,คืน,ใช้,Mail,3/18/2026,,Received,3/25/2025,
Sigma 5.0,,20-03-25,,REF_MASKED,911XXX,BKK,SALES_002,HOSP_532,DR_485,Sigma 5.0,DF,23-03-25,10:00,21-03-25,,ขนส่งบริษัท,STAFF_154,L60,BS11,คืน,ใช้,Mail,3/18/2026,,Received,3/25/2025,
Off Nail,,20-03-25,,REF_MASKED,941XXX,BKK,SALES_006,HOSP_636,DR_719,Off Nail,PFNA ( 7 ชิ้น ),21-03-25,-,20-03-25,,ขนส่งบริษัท,STAFF_165,-,-,-,คืนครบ,Mail,3/18/2026,,Received,3/31/2025,
Auxein ET,,20-03-25,,REF_MASKED,945XXX,BKK,SALES_008,HOSP_665,DR_241,Auxein ET,Expert tibia + Special nail,21-03-25,9:00,20-03-25,,ขนส่งบริษัท,STAFF_035,08,-,-,ใช้,Mail,3/18/2026,,Received,3/25/2025,
Auxein ET,,20-03-25,,REF_MASKED,921XXX,BKK,SALES_004,HOSP_546,DR_820,Auxein ET,Expert tibia,21-03-25,12:00,20-03-25,,ขนส่งบริษัท,STAFF_178,01,8/น,คืน,ใช้,Mail,3/18/2026,,Received,3/25/2025,
Sigma 5.0,,20-03-25,,REF_MASKED,270XXX,UPC,SALES_015,HOSP_752,DR_799,Sigma 5.0,DF ( Implant ),21-03-25,-,20-03-25,,แอร์เมืองเลย,STAFF_462,-,-,-,คืนครบ,Mail,3/18/2026,,Received,4/28/2025,
Stryker T8,,20-03-25,,REF_MASKED,020XXX,UPC,SALES_026,HOSP_633,-,Stryker T8,Distal radius (เติมเคส),-,-,20-03-25,,Cargo,STAFF_643,,,,,,3/18/2026,,,,
Sigma Nail,,20-03-25,,REF_MASKED,710XXX,UPC,SALES_025,HOSP_603,DR_481,Sigma Nail,Lag TFN,21-03-25,-,20-03-25,,เชิดชัยทัวร์,STAFF_572,-,-,-,ใช้,Mail,3/18/2026,,Received,3/27/2025,
Sigma 3.5,,21-03-25,,REF_MASKED,021XXX,UPC,SALES_026,HOSP_593,DR_106,Sigma 3.5,PMT+PLT,25-03-25,9:00,21-03-25,,DHL,STAFF_677,S66,BS25,คืน,ใช้,Mail,3/18/2026,,Received,4/9/2025,
Sigma 5.0,,21-03-25,,REF_MASKED,221XXX,UPC,SALES_018,HOSP_766,DR_761,Sigma 5.0,DF+N,25-03-25,10:00,21-03-25,,แอร์โคราช,STAFF_537,L55,ฟ้ากลาง,คืน,ใช้,Mail,3/18/2026,,Received,4/2/2025,
Sigma 2.7/3.5N,,21-03-25,,REF_MASKED,931XXX,BKK,SALES_006,HOSP_742,DR_040,Sigma 2.7/3.5N,Clavicle (New),24-03-25,9:00,23-03-25,,ขนส่งบริษัท,STAFF_146,SMS11,BL21,คืน,ใช้,Mail,3/18/2026,,Received,3/26/2025,
Sigma 2.7/3.5N,,21-03-25,,REF_MASKED,931XXX,BKK,SALES_006,HOSP_742,DR_874,Sigma 2.7/3.5N,Clavicle (New),24-03-25,18:30,23-03-25,,ขนส่งบริษัท,STAFF_146,SMS10,BL21,คืน,ใช้,Mail,3/18/2026,,Received,3/26/2025,
Auxein VA,,21-03-25,,REF_MASKED,921XXX,BKK,SALES_008,HOSP_568,DR_094,Auxein VA,Distal radius VA,25-03-25,10:00,24-03-25,,ขนส่งบริษัท,STAFF_146,09,เขียวเล็ก,คืน,ใช้,Mail,3/18/2026,,Received,4/1/2025,
Auxein ET,,21-03-25,,REF_MASKED,921XXX,BKK,SALES_004,HOSP_546,DR_165,Auxein ET,Expert tibia,25-03-25,9:00,24-03-25,,ขนส่งบริษัท,STAFF_178,15,BB14,คืน,ใช้,Mail,3/18/2026,,Received,3/27/2025,
Sigma 3.5,,21-03-25,,REF_MASKED,070XXX,UPC,SALES_013,HOSP_614,DR_257,Sigma 3.5,PH,22-03-25,16:00,21-03-25,,นครชัยแอร์,STAFF_523,S17,ฟ้าเล็ก,คืน,คืนครบ,Mail,3/18/2026,,Received,3/29/2025,
Sigma Nail,,21-03-25,,REF_MASKED,530XXX,UPC,SALES_022,HOSP_552,DR_1482,Sigma Nail,PFNA S + Instrument L,24-03-25,9:00,21-03-25,,โชคอนันต์,STAFF_657,N15,BM15,คืน,ใช้,Mail,3/18/2026,,Received,3/28/2025,
Sigma Nail,,21-03-25,,REF_MASKED,911XXX,BKK,SALES_002,HOSP_675,DR_698,Sigma Nail,PFNA SL+9,24-03-25,12:00,22-03-25,,ขนส่งบริษัท,STAFF_038,N16,BL00,คืน,ใช้,Mail,3/18/2026,,Received,3/26/2025,
Sigma 2.7/3.5N,,22-03-25,,REF_MASKED,911XXX,BKK,SALES_002,HOSP_664,DR_1996,Sigma 2.7/3.5N,Distal Fibular,23-03-25,7:00,22-03-25,,ขนส่งบริษัท,STAFF_154,SMS04,GM06,คืน,คืนครบ,Mail,3/18/2026,,Received,3/25/2025,
Sigma 3.5,,22-03-25,,REF_MASKED,911XXX,BKK,SALES_002,HOSP_664,DR_1996,Sigma 3.5,Distal media & Anterolateral,23-03-25,7:00,22-03-25,,ขนส่งบริษัท,STAFF_154,S22,GM06,คืน,ใช้,Mail,3/18/2026,,Received,3/25/2025,
Stryker T8,,22-03-25,,REF_MASKED,400XXX,UPC,SALES_020,HOSP_681,DR_1154,Stryker T8,Distal Radius,24-03-25,9:00,22-03-25,,รถตู้,STAFF_1181,30,เขียวเล็ก,คืน,ใช้,Mail,3/18/2026,,Received,3/29/2025,
Stryker T8,,22-03-25,,REF_MASKED,941XXX,BKK,SALES_006,HOSP_636,DR_1971,Stryker T8,Distal Radius,25-03-25,9:00,24-03-25,,ขนส่งบริษัท,STAFF_1181,27,น้ำเงินเล็ก,คืน,ใช้,Mail,3/18/2026,,Received,3/28/2025,
Stryker T8T10,,22-03-25,,REF_MASKED,230XXX,UPC,SALES_016,HOSP_712,DR_1221,Stryker T8T10,Foot And Ankle,24-03-25,9:00,22-03-25,,นครชัยแอร์,STAFF_389,FA07,BS20,คืน,ใช้,Mail,3/18/2026,,Received,3/29/2025,
Auxein FNS,,22-03-25,,REF_MASKED,050XXX,UPC,SALES_012,HOSP_731,DR_582,Auxein FNS,FNS,24-03-25,-,23-03-25,,สมบัติิทัวร์,STAFF_642,FNS2,BS15,คืน,ใช้,Mail,3/18/2026,,Received,4/7/2025,
Stryker T8T10,,22-03-25,,REF_MASKED,230XXX,UPC,SALES_016,HOSP_712,DR_1367,Stryker T8T10,Foot And Ankle,25-03-25,9:00,23-03-25,,นครชัยแอร์,STAFF_389,FA05,GM02,คืน,ใช้,Mail,3/18/2026,,Received,3/28/2025,
Stryker T8T10,,22-03-25,,REF_MASKED,230XXX,UPC,SALES_016,HOSP_712,DR_1367,Stryker T8T10,Foot And Ankle,25-03-25,13:00,23-03-25,,นครชัยแอร์,STAFF_389,FA06,GM02,คืน,ใช้,Mail,3/18/2026,,Received,3/28/2025,
Sigma 5.0,,22-03-25,,REF_MASKED,090XXX,UPC,SALES_011,HOSP_685,DR_1933,Sigma 5.0,Distal Femrur,24-03-25,13:00,23-03-25,,สมบัติิทัวร์,STAFF_734,L15,BM04,คืน,ใช้,Mail,3/18/2026,,Received,4/7/2025,
Auxein HLS,,22-03-25,,REF_MASKED,230XXX,UPC,SALES_016,HOSP_712,DR_1367,Auxein HLS,Headless screw,25-03-25,9:00,23-03-25,,นครชัยแอร์,STAFF_389,DEMO,GM02,คืน,ใช้,Mail,3/18/2026,,Received,3/28/2025,
Sigma Nail,,22-03-25,,REF_MASKED,480XXX,UPC,SALES_013,HOSP_658,DR_1127,Sigma Nail,PFNA,24-03-25,9:00,23-03-25,,รถตู้,STAFF_1181,N01,BL21,คืน,คืนครบ,Mail,3/18/2026,,Received,4/11/2025,
Sigma 3.5,,22-03-25,,REF_MASKED,921XXX,BKK,SALES_008,HOSP_554,DR_1837,Sigma 3.5,Proximal Humerus,25-03-25,18:00,25-03-25,,ขนส่งบริษัท,STAFF_1184,S35,BS07,คืน,ใช้,Mail,3/18/2026,,Received,4/1/2025,
Sigma Nail,,22-03-25,,REF_MASKED,210XXX,UPC,SALES_018,HOSP_583,DR_1262,Sigma Nail,PFNA,24-03-25,13:00,23-03-25,,นครชัยแอร์,STAFF_271,N12,BL10,คืน,ใช้,Mail,3/18/2026,,Received,3/28/2025,
Sigma Nail,,22-03-25,,REF_MASKED,690XXX,UPC,SALES_021,HOSP_748,DR_1591,Sigma Nail,PFNA,25-03-25,10:30,24-03-25,-,รถตู้,STAFF_378,N06,BL10,คืน,ใช้,Mail,3/18/2026,,Received,4/7/2025,
Auxein EF,,22-03-25,,REF_MASKED,951XXX,BKK,SALES_003,HOSP_644,DR_1461,Auxein EF,Expert Femur Nail + 6.5,25-03-25,9:00,24-03-25,13:00,ขนส่งบริษัท,STAFF_054,13,-,-,ยกเลิกเคส,Mail,3/18/2026,,Received,3/26/2025,
Sigma 5.0,,22-03-25,,REF_MASKED,221XXX,UPC,SALES_018,HOSP_708,DR_1754,Sigma 5.0,Distal Femur full set,25-03-25,14:30,24-03-25,15:00,รถตู้ SO,STAFF_625,L52,BL16,คืน,ใช้,Mail,3/18/2026,,Received,4/7/2025,
